height,diameter,weight,hue,class
0.079090366540927,0.062435605849498,0.34814406851594,5.0622496598,Ceramic
0.083359427456314,0.067003966010672,0.17466013609744,3.0425726093342,Plastic
0.13941982688025,0.14111683543454,0.44522046877593,4.1990279948354,Plastic
0.14590733973775,0.14639945281194,0.52678437205522,1.4922530992369,Plastic
0.10796872135677,0.11069300536732,0.53134249052376,3.1268762336775,Metal
0.072337290502898,0.03,0.16547423158152,4.2551336991687,Ceramic
0.11111380458852,0.052242133985235,0.34434519471646,2.7412037587292,Ceramic
0.10528816299025,0.15,0.4157482923015,3.0579647613511,Plastic
0.068429733162131,0.081365885908353,0.26108649313551,3.0002511476926,Metal
0.088154012492814,0.091172802767974,0.20092843006103,3.7597481364815,Plastic
0.10687195103027,0.1372617918159,0.3870599921496,1.4951630040704,Plastic
0.12830758275992,0.12308552844118,0.35403472533139,1.7590641187487,Plastic
